aae_text,sentiment
I wana get proposed to on valentines day married in June n have our honeymoon n like Miami for like 2 weeks,positive
"I swear I don't need nobody knowing where I'm at, I keep going to settings but don't see shit",negative
Yep I'm doing really good...he's doing Great!! Thanks for asking!,positive
Love and basketball a good movie but it makes females get outta character. Everybody can't have that relationship crazy girls lol,negative
but you've never been to applebees :) can't have it all lmao,positive
": Tryna See What Time The Hairstore Open""ohh u must fenna buy us some hair.?",neutral
"He say i drive em crazy, i say jst keep on ya seat belt",positive
"lmao bra you know I'm a good girl , I swear I be cooling !!!",positive
All dey trynna do is get yuu from fukkin wit me,neutral
"This Man keep Saying Sumthing To me On this Bus "" 0.903636363636 0.0854545454545 0.0 0.0109090909091 314032867283972096 Tue Mar 19 15:17:24 +0000 2013",negative
Son Nisa the funniest chick high in New Orleans hands down!,positive
I need to enjoy my life more. U only get one right,positive
yes u never lied Maxwell is doing his thing....Still love Lenny though,positive
lol lol ok team work make the dream work in voice. I must inform you i take me 25% up front.,positive
Mfs actn likr icant play bball causr half u mf use to come to my games so stfu,negative
": At the hospital with my mom and I hate hospitals!""Hope yur mom feel betta",negative
Held my nephew today for the first time. Amazing ass feeling,negative
It's to damn early for these niggas to be so damn emotional,negative
"...but I swear when I get on, it aint gon b nothin nice.",negative
I be thinking of some evil shit to.do people in my head yea,negative
Boris know he still got it yesss....but that episode was fun...ny,positive
FUCK EM ALL I GOT IS ME WAS BLIND BUT NOW I SEE,positive
hell naw b she love me she know I'm ballout and I'm sooo pissed at u,positive
BLESS YOU BEAUTIFUL DEE.. I WAS JUST GIVING HONOR WHERE HONOR IS DUE.,positive
Lmaoo Thee Fact Tht iTold Oomf Youu Cant Play No Player,positive
Been sitting in the same spot just trying to grasp things & place things in order for myself but nothing's happening...,negative
lmao that tweet was just in front of my face lol so I die laughing that's why I told u to shut up lol,positive
I need a movie to watch so I can go to sleep,positive
And Im Taking Myself Out That Life Im Better Then That,positive
"People think I care abt the smallest I significant things. But the thugs that I actually care about, are looked over.",negative
"Chilling, like fr ian taking no b/s from here on out.... He told me, that they in another group I said alright nd left the convo shiii",negative
Face timing is the only thing that I like about iPhone,neutral
I knew finlay was training but I thought malenko was just training at his school,neutral
"I think I got WAY too much twos, knew I would pass those 8 tho",negative
"Tell me that pussy is mines , cause I don't wanna believe anybody is just like me",negative
- If Me & Oomf Was Still Close Ut a Would've Been #9Months #5-22-13,ERROR
Red boys like brown girls brown boys like red girls and caramel boys don't kno what to like lol,negative
My 4;29 Is Going Good I Love 4/20 Even Er'Day Is 4/20 For Me #ItIsWatIs,positive
I want to see the U rise back to the top,positive
there's a time for everything & this is the time to move on.,positive
I want to go to the circus next week who wanna take me???,neutral
Teachers be giving people all this work when schools about to end #themost,positive
I charged it for an hour it's on 60%. Yass gawd.,neutral
lol I use to work that shift in the winter but now I got the 2-6,neutral
My Grind Ain't Bout 2 Slow Down B-kuz U Wanna Chill 2day.....Vicious!!!!!*F.B.N*,positive
Pple really fuckn irk my damn nerves like dnt b fuckn flip floppy if u fuck wit me den fuck wit me u can keep dat fake shit fa reall,negative
Pats lost? Good day. (I feel like that game went by so quickly),positive
Damn I can't believe my ten yr hs reunion is next year...when Tf did I get so old!!!!,neutral
Am i the only one who would MURDER Tyler The Creator? He is FINE ass hell !!,positive
": I Love You Broster ! Be Safe In This Shitty Ass Weather Alright ?""ily too Lil onee ;) xoxo",negative
yeah but she not hearing it to her its nothing wrong with my hair so she don't understand my purpose,negative
Happy Friday! We're on the air for WSAV at 6. #News3Savannah,neutral
Hold up.... I thought zimmerman was a weakling and not an aggressive person?,negative
"Wtf, Trevor is blowing me by keeping falling asleep tf lol",neutral
My friends and family know I'm honestly losing my mind right now.,negative
Lmao woahhh !! Yasmine taking it to far lol I'm good shawty,positive
Luckily I can't cut off my phne bc my bby gonna be callin bck but ima igg the fuck out the rest if y'all!!,positive
Just waking best sleep ever..... Good morning though have a blessed day,positive
"Shawty swing my way, sho look good to me now would you please swing my wayyy.",positive
they fly coach once a year and next thing u know they boss of the year lol,positive
Lol She know who I'm talking about. He ought to be ashamed lmaooooo,neutral
Let me get up since I'm visiting someone else's church service,positive
"Mistakes made on this road to wealth, I still ain't forgave myself.",negative
Lmao okay I quit I don't wanna go to twitter jail,negative
KOOL!!! YU GONNA NEED ME ONE DAY &- iF iTS SUNDAY THAT ONE DAY GON B MONDAY..*,positive
bout to get this work I'm on the pull up bar..,positive
Finna go upstairs n bang 2-3 bowls of cookie crisp >>>>>,positive
"In yo phone, around the corner, shid probably in yo bed lhh",negative
I do what I wanna do I say what I wanna say,positive
Bitches be like u ruined my life ...I be like what life? ...#Confused,negative
S/O 2 My Real Nigga I Remember U Had My Back,positive
Finally ate at Texas Road House... Or whatever it's called shit was good!,positive
": Some Reason Ion Like People Asking Me A Lot Of Questions""!!!!",neutral
can't even see those emoji's until I get on my phone,negative
Bitch u broke..shut up!!! Yea we use to fucc but I got fed up!!!,negative
You jus said a few days ago... Bae was gone take care of you when you wasn't feeling good.,positive
Wo whats a nigga supposed to do ? Tell 'em put the guns down ? Or tell lil' nigga shoot ?,negative
Just Keep It 1000 Wit Me Like Damn That's All i Ask 4,negative
"Even tho I'm not ur man & u not my girl, ima call u my #Shawty",negative
"I could have any man I want to babe that's actual and factual, but still I choose you.",positive
aiite weak ass trick ass lil bruh bye cuss me nd u as friend nonsince,negative
Burst in the door in the middle of a lecture... lol at least I was early for my thing lol,positive
Mono Jones gotta do more than that for Iona to win,negative
"She said please,mercy me, mercy me, let me fall out of love before you fuck her",neutral
viendo al extremo como todos los dias saludos a marilu en el estado de virginia,neutral
I Don't Wanna Spend My Nail Money On My Shoes #huhh,negative
"Theres innocent people dying everyday, yall just need something to tweet n get ya likes up... Miss me with the bullshit",negative
Just got up. Feel like sleeping all day. Moms been crying all day. #ripfam,negative
So I'm Supposed To Be Getting Stabbed? Kmsl Chill Wit That Nonesense,negative
I'm sayin tho ..I'd rather pay an no my shit Good. Xbox only fuck up when we Gettin new Shit.,negative
Well shit im stayin till tomorrow but finna hit da movies wit da fam cobb theatre in Tuscaloosa,positive
"I might be single, but Ian lonely & Oh 2x ........I understand",negative
How you send someone a text with having a number lol,neutral
"Bitch you chillin with a star, Act like its No Tomorrow",positive
Going to get this workout/run in before I chow down tomorrow!,positive
Only Two Ppl Got My Passwrd & I Swear This Niqqa Did Tht I Cnt Even Trust Family No More,negative
I got caught doing the creep dance on top of my desk in 6th grade. By my principal.,neutral
Niggas don't want you to see you with no one else. It's so funny.,negative
idk why Females always think im entitled to them... bitt im single,negative
Ooh chile I'm all n R&B. Divaz! Chile deez broadz jus argue and catty! Dey can sang dey asses off! KeKe Giiiiiirrrrrl! LOL!,positive
Swoop must Be trippin Why She Hittin My Line this Early!,positive
Niggas Wanna Take You Out The Game Like You Done Balling Fuck Dat I'm On Top Like Bron,negative
Ok wrk n the a.m. i needs to b sleep,negative
Move my chain and giv me brain dats a chain reaction,negative
most of these dudes juss coo truss me we ain't friendss !,neutral
#oomf be macin these girls she said 6.09.13 and the date Is 6.09.13 FSE,positive
na it's on Monday but speak! Ain't even shit to do,negative
"I don't ask for much , just gimme the love I need.",neutral
be owt!! I'm actually ridic with this be owt thing lol. Be running stadium stairs yelling it to myself lol,positive
If u aint no ATO DAWG i dnt fuck wit ya....,negative
lol dudes trip all day they nosey as fuck for nothing,negative
Anywho Mama Just Pissed Me Off Like I Str8 Cant Wait Till She Move Then Its Just Me & Grams lbvs,negative
Lol but I know who Nas was gone catch He'll with & Nas no That him self !!!!,positive
": #HonestHour Im The Jealous Type, I Get Mad Over Even Little Thing But Its Only Cause I Care",negative
That makes 2 of us. I'm about to go to sleep.,neutral
